Title,Year,IMDb_Rating,Votes,Metascore,Runtime,Genre
Arcane,2021–2024,9.3,39K,N/A,50m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Crew,2024,5.8,39K,N/A,1h 58m,"Hindi, Quirky Comedy, Satire, Comedy, Drama"
The Strangers: Prey at Night,2018,5.3,39K,48,1h 25m,"Slasher Horror, Horror"
Persuasion,2022,5.8,39K,42,1h 48m,"Costume Drama, Feel-Good Romance, Drama, Romance"
On the Rocks,2020,6.4,39K,N/A,1h 36m,"Quirky Comedy, Comedy, Drama, Romance"
Black Mirror,2011–,7.3,39K,73,56m,"Cyber Thriller, Dystopian Sci-Fi, Psychological Drama, Psychological Thriller, Suspense Mystery, Tragedy, Crime, Drama, Mystery, Sci-Fi"
The Last of Us,2023–,6.1,39K,N/A,53m,"Dystopian Sci-Fi, Psychological Drama, Quest, Survival, Zombie Horror, Action, Adventure, Drama, Horror, Sci-Fi"
The Crow,2024,4.7,39K,N/A,1h 51m,"Dark Fantasy, Dark Romance, One-Person Army Action, Serial Killer, Splatter Horror, Superhero, Supernatural Fantasy, Supernatural Horror, Tragic Romance, Action"
The Open House,2018,3.3,39K,30,1h 34m,"Supernatural Horror, Horror, Thriller"
The Christmas Chronicles: Part Two,2020,6,39K,N/A,1h 52m,"Holiday Comedy, Holiday Family, Adventure, Comedy, Family, Fantasy, Holiday"
Cam,2018,5.9,39K,51,1h 34m,"Cyber Thriller, Erotic Thriller, Psychological Horror, Psychological Thriller, Drama, Horror, Mystery, Thriller"
Bros,2022,6.3,39K,71,1h 55m,"Raunchy Comedy, Romantic Comedy, Steamy Romance, Comedy, Romance"
Kantara A Legend: Chapter 1,2025,8.6,39K,72,2h 45m,"Kannada, Action, Thriller"
Beast,2022,5.2,39K,N/A,2h 35m,"Tamil, Action Epic, Dark Comedy, One-Person Army Action, Action, Comedy, Crime, Thriller"
Den of Thieves: Pantera,2025,6.3,39K,60,2h 24m,"Heist, Action, Crime, Drama, Thriller"
Winchester,2018,5.5,39K,28,1h 39m,"Folk Horror, Supernatural Horror, Biography, Fantasy, Horror, Mystery, Thriller"
Stone,2019–,8.1,39K,N/A,TV-14,"Japanese, Anime, Hand-Drawn Animation, Shōnen, Survival, Teen Adventure, Action, Adventure, Animation, Sci-Fi"
The Wandering Earth,2019,5.9,39K,57,2h 5m,"Mandarin, Dystopian Sci-Fi, Sci-Fi Epic, Action, Adventure, Sci-Fi, Thriller"
A Family Affair,2024,5.4,39K,43,1h 51m,"Romantic Comedy, Comedy, Drama, Romance"
Between Two Ferns: The Movie,2019,6.1,38K,59,1h 22m,"Road Trip, Comedy"
Wallace & Gromit: Vengeance Most Fowl,2024,7.5,38K,83,1h 22m,"Animal Adventure, Artificial Intelligence, Buddy Comedy, Farce, Slapstick, Stop Motion Animation, Adventure, Animation, Comedy, Family"
Munich: The Edge of War,2021,6.8,38K,53,2h 10m,"Spy, Biography, Drama, History, Thriller"
The Staircase,2022,7.1,38K,N/A,TV-MA,"Conspiracy Thriller, Docudrama, Legal Drama, Suspense Mystery, True Crime, Biography, Crime, Drama, Mystery, Thriller"
Dora and the Lost City of Gold,2019,6.1,38K,63,1h 42m,"Jungle Adventure, Satire, Teen Adventure, Action, Adventure, Comedy, Family, Fantasy, Mystery"
Living,2022,7.2,38K,N/A,1h 42m,"Period Drama, Workplace Drama, Drama"
War,2019,6.6,38K,81,2h 31m,"Hindi, Action Epic, Globetrotting Adventure, Spy, Action, Adventure, Thriller"
House of the Dragon,2022–,8.8,38K,N/A,1h 4m,"Fantasy Epic, Political Drama, Sword & Sorcery, Action, Adventure, Drama, Fantasy, Romance"
Into the Night,2020–2021,7,38K,N/A,TV-MA,"French, Dystopian Sci-Fi, Drama, Sci-Fi, Thriller"
Jolt,2021,5.6,38K,48,1h 31m,"Dark Comedy, One-Person Army Action, Action, Comedy, Crime, Thriller"
The Lord of the Rings: The Rings of Power,2022–,6.7,38K,79,1h 12m,"Adventure Epic, Epic, Fantasy Epic, Sword & Sorcery, Action, Adventure, Drama, Fantasy"
Monster,2023,7.8,38K,N/A,2h 7m,"Japanese, Coming-of-Age, Drama, Thriller"
Under Paris,2024,5.2,38K,57,1h 44m,"French, Action, Drama, Horror, Sport, Thriller"
I Lost My Body,2019,7.5,38K,81,1h 21m,"French, Adult Animation, Hand-Drawn Animation, Animation, Drama, Fantasy, Romance"
Salem's Lot,2024,5.6,38K,47,1h 54m,"Supernatural Horror, Vampire Horror, Horror, Thriller"
Boy Kills World,2023,6.4,38K,47,1h 51m,"Gun Fu, One-Person Army Action, Action, Comedy, Crime, Thriller"
Ponniyin Selvan: Part I,2022,7.5,38K,N/A,2h 47m,"Tamil, Action Epic, Adventure Epic, Epic, Action, Drama"
Arcane,2021–2024,8.5,38K,N/A,43m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Let Him Go,2020,6.7,38K,63,1h 53m,"Psychological Drama, Psychological Thriller, Crime, Drama, Thriller, Western"
Gretel & Hansel,2020,5.5,38K,64,1h 27m,"Dark Fantasy, Fairy Tale, Folk Horror, Witch Horror, Fantasy, Horror, Mystery, Thriller"
To All the Boys: Always and Forever,2021,6.3,38K,65,1h 56m,"Romantic Comedy, Teen Comedy, Teen Drama, Teen Romance, Comedy, Drama, Romance"
Tanhaji: The Unsung Warrior,2020,7.5,38K,N/A,2h 15m,"Hindi, Action Epic, Epic, Historical Epic, Period Drama, Action, Biography, Drama, History"
Chhaava,2025,7.3,38K,N/A,2h 41m,"Hindi, Action Epic, Costume Drama, Epic, Historical Epic, One-Person Army Action, Period Drama, Tragedy, Action, Drama"
The Silencing,2020,6.3,38K,N/A,1h 33m,"Serial Killer, Suspense Mystery, Action, Crime, Mystery, Thriller"
I Came By,2022,6.2,38K,57,1h 50m,"Conspiracy Thriller, Thriller"
The Tashkent Files,2019,8.1,38K,N/A,2h 14m,"Hindi, Political Thriller, Drama, Mystery, Thriller"
Bosch: Legacy,2022–2025,8.4,38K,N/A,TV-MA,"Cop Drama, Crime, Drama"
Lucky Baskhar,2024,8,38K,N/A,2h 28m,"Telugu, Caper, Crime, Drama, Thriller"
Wild Wild Country,2018,8.1,38K,N/A,TV-MA,"Crime Documentary, Docuseries, True Crime, Crime, Documentary"
Son of Sardaar 2,2025,4.2,38K,N/A,2h 25m,"Hindi, Comedy"
Wish Dragon,2021,7.2,38K,59,1h 38m,"Computer Animation, Quirky Comedy, Urban Adventure, Adventure, Animation, Comedy, Family, Fantasy, Romance"
Twisted Metal,2023–,7.3,38K,N/A,TV-MA,"Car Action, Dystopian Sci-Fi, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi, Sport, Thriller"
Citadel,2023–,6.2,38K,N/A,TV-14,"Action Epic, Epic, Spy, Action, Drama, Thriller"
Vincenzo,2021,8.4,38K,N/A,Not Rated,"Korean, Dark Comedy, Korean Drama, Action, Comedy, Crime, Drama"
Escape Plan 2: Hades,2018,3.9,38K,N/A,1h 33m,"Action, Crime, Mystery, Sci-Fi, Thriller"
Business Proposal,2022,8.1,38K,N/A,TV-14,"Korean, Feel-Good Romance, Korean Drama, Romantic Comedy, Workplace Drama, Comedy, Drama, Romance"
No Exit,2022,6.1,37K,54,1h 35m,"Drama, Mystery, Thriller"
IO,2019,4.8,37K,40,1h 36m,"Coming-of-Age, Dystopian Sci-Fi, Adventure, Drama, Sci-Fi"
Violet Evergarden,2018,8.4,37K,N/A,TV-14,"Japanese, Anime, Hand-Drawn Animation, Psychological Drama, Animation, Drama, Fantasy, Romance, Sci-Fi"
Attack on Titan,2013–2023,9.5,37K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
The Protector,2018–2020,6.4,37K,67,TV-MA,"Turkish, Superhero, Action, Adventure, Drama, Fantasy, Romance, Sci-Fi, Thriller"
The Life of Chuck,2024,7.3,37K,N/A,1h 51m,"Drama, Fantasy, Sci-Fi"
Sweet Girl,2021,5.5,37K,67,1h 50m,"One-Person Army Action, Psychological Thriller, Action, Drama, Thriller"
A Man on the Inside,2024–,7.6,37K,46,TV-14,"Quirky Comedy, Comedy, Crime"
Arcane,2021–2024,8.9,37K,N/A,40m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Deep Cover,2025,6.7,37K,N/A,1h 40m,"Buddy Comedy, Action, Comedy, Crime"
Lou,2022,6.1,37K,51,1h 47m,"One-Person Army Action, Survival, Action, Adventure, Crime, Drama, Mystery, Thriller"
Black Summer,2019–2021,6.6,37K,N/A,TV-MA,"Zombie Horror, Action, Drama, Horror, Thriller"
Presence,2024,6.1,37K,77,1h 24m,"Psychological Drama, Psychological Horror, Psychological Thriller, Drama, Horror, Thriller"
Your Friends & Neighbors,2025–,7.7,37K,N/A,TV-MA,Drama
Mythic Quest,2020–2025,7.7,37K,N/A,TV-MA,"Quirky Comedy, Comedy"
Bachchhan Paandey,2022,5,37K,N/A,2h 27m,"Hindi, Dark Comedy, Action, Comedy, Crime, Drama"
Living with Yourself,2019,7.1,37K,65,TV-MA,"Dark Comedy, Comedy, Drama, Sci-Fi"
Sharper,2023,6.7,37K,N/A,1h 56m,"Psychological Drama, Crime, Drama, Thriller"
The Mechanism,2018–2019,8,37K,N/A,TV-MA,"Portuguese, Legal Thriller, Political Drama, Political Thriller, Crime, Drama, Thriller"
Bob Marley: One Love,2024,6.2,37K,43,1h 47m,"Docudrama, Biography, Drama, Music"
Stranger Things,2016–2025,9.1,37K,N/A,2h 19m,"Dark Fantasy, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Horror, Drama, Fantasy, Horror"
Ted,2024–,7.9,37K,N/A,TV-MA,"Buddy Comedy, High-Concept Comedy, Raunchy Comedy, Teen Comedy, Comedy"
Berlin,2023–,7,37K,N/A,TV-MA,"Spanish, Heist, Action, Crime, Drama, Mystery, Thriller"
One Life,2023,7.5,37K,69,1h 49m,"Docudrama, Period Drama, Biography, Drama, History"
Calibre,2018,6.8,37K,76,1h 41m,"Psychological Thriller, Drama, Thriller"
Savi,2024,5.9,37K,N/A,2h 6m,"Hindi, Action, Crime, Drama, Romance, Thriller"
The Promised Land,2023,7.7,37K,77,2h 7m,"Danish, Epic, Historical Epic, Action, Biography, Drama, History"
